City,Country,Population (2025)
Samitah,Saudi Arabia,65023.24317
Sa`dah,Yemen,159979.4604
Khouribga,Morocco,227340.5404
Tissemsilt,Algeria,83751.55517
Aydin,Turkey,265142.45
Sheiria,Sudan,122207.3796
Terenuthis,Egypt,72300.49007
Al-Bab,Syria,81209.96934
Al Khalidiyah,Iraq,60588.28565
Ad Dawadimi,Saudi Arabia,70339.90445
Rabat,Morocco,2094220.784
Ain Defla,Algeria,80479.85824
Mustafakemalpaşa,Turkey,70942.55024
Masrif Shinu,Egypt,55178.78622
As Suwayda,Syria,128546.2524
Samarra,Iraq,209909.7763
Az Zulfi,Saudi Arabia,58795.55387
Sidi Yahya Zaer,Morocco,60284.4874
Aflou,Algeria,196807.0412
Arnavutköy,Turkey,88618.78171
Muhajiriyah,Sudan,50034.33825
Al-Shawashna,Egypt,86385.15813
Manbij,Syria,177388.6932
Kirkuk,Iraq,1238661.948
Hafar Al-Batin,Saudi Arabia,346992.6354
Aïn El Aouda,Morocco,62209.83552
Khemis Miliana,Algeria,105035.5222
Ödemiş,Turkey,89269.50028
Khazan Gedid,Sudan,106274.8394
Qotur,Egypt,50673.43729
Kobani,Syria,71945.86049
koya,Iraq,82415.13434
Al Jarrahi,Yemen,122891.3937
Najran,Saudi Arabia,261656.2318
Souk Sebt Oulad Nemma,Morocco,64664.03727
Miliana,Algeria,54544.74316
Milas,Turkey,57927.47957
Khureit (Al Kuma),Sudan,88130.93345
Tala,Egypt,121830.2966
Al-Tabqah,Syria,97163.53171
Fallujah,Iraq,379871.1373
Hajja,Yemen,90119.04584
Wadi Ad Dawasir,Saudi Arabia,96876.29232
Fkih Ben Salah,Morocco,117883.2687
Ksar Chellala,Algeria,66364.73786
Salihli,Turkey,122695.1955
Ad Da'ein,Sudan,606604.1673
Al Shuhada,Egypt,110388.3178
Raqqa,Syria,193731.4357
بلد,Iraq,75393.9199
Riyadh,Saudi Arabia,7970319.431
Sidi Taibi,Morocco,53889.58608
El Affroun,Algeria,54880.4757
Mudanya,Turkey,72723.55714
Abu Matarig,Sudan,87249.04163
Sanhur,Egypt,415010.5632
Deir Ez Zor,Syria,253386.8801
Al Mushahidah,Iraq,772528.9075
Zahrat Laban,Saudi Arabia,295863.7947
Azilal,Morocco,57081.8058
Koléa,Algeria,261237.5257
Bursa,Turkey,2366447.919
Kafr al Tarayna,Egypt,134306.7266
Al-Hasakah,Syria,186100.1712
Shorsh,Iraq,233819.6302
Al Ared,Saudi Arabia,75800.61191
Kenitra,Morocco,588772.1007
Medea,Algeria,156467.1964
Nazilli,Turkey,128676.3599
Umm Kaddada,Sudan,70437.53419
Tanta,Egypt,941974.4634
Ash Shaddaday,Syria,50530.30149
Tuz Khormato,Iraq,158585.4217
As Sayh,Saudi Arabia,181626.0379
Oued Zem,Morocco,103223.2911
Ksar El Boukhari,Algeria,77421.01077
Alaşehir,Turkey,68180.4193
Al-Gharaq,Egypt,126907.1249
Al Mayadin,Syria,83826.68204
Sab al Bor,Iraq,60937.27082
Shi`b al Ghayl,Yemen,89200.33988
Al Khafji,Saudi Arabia,79490.01343
Beni Mellal,Morocco,230259.3872
Blida,Algeria,703325.7054
Gemlik,Turkey,60858.60048
Adiela,Sudan,170464.8012
Sers Al Layyan,Egypt,280635.4512
Qamishli,Syria,272984.9984
Baghdad,Iraq,6891721.864
Sharurah,Saudi Arabia,108686.6138
Bejaad,Morocco,54362.33153
Zeralda,Algeria,151883.7825
Marmaris,Turkey,73777.91244
Ailliet,Sudan,63296.95384
Tabluha,Egypt,58272.56284
Abu Kamal,Syria,89435.93261
Qaladiza,Iraq,53038.89519
Mawza`,Yemen,133586.4651
الفاروق,Saudi Arabia,97434.90866
Tiflet,Morocco,116587.6805
Algiers,Algeria,3316231.955
Muğla,Turkey,73642.9352
Ghubaysh,Sudan,93166.51499
Tubhar,Egypt,75151.46426
Al Mu`abbadah,Syria,61386.74784
At Taji,Iraq,56908.59885
Al Jubayl,Saudi Arabia,93633.4217
Kasba Tadla,Morocco,69845.71353
Laghouat,Algeria,235439.1775
Yalova,Turkey,181686.0337
Muglad,Sudan,101556.9397
Shibin Al-Kom,Egypt,468890.2205
Karbala,Iraq,1078646.121
Al Ahsa,Saudi Arabia,796535.7952
Sidi Yahya du Gharb,Morocco,59620.44864
Berrouaghia,Algeria,59533.90484
İnegöl,Turkey,214533.4044
Babanusah,Sudan,54415.34666
6th of October,Egypt,213027.3542
Jafar Muhammad Ali,Iraq,545024.049
Khamir,Yemen,86707.54276
Safwa,Saudi Arabia,56997.63314
Larache,Morocco,130545.2967
Ain Oussara,Algeria,147458.5286
Kocaeli,Turkey,746536.2234
En Nahud,Sudan,202793.4546
Shunufa,Egypt,75209.97605
Qaryat at Taliah,Iraq,149127.319
`Amran,Yemen,176304.9179
Dammam,Saudi Arabia,2634828.55
Khemisset,Morocco,162073.3274
Hassi El Garra,Algeria,69612.40725
Gölcük,Turkey,213119.6203
Fidimin,Egypt,91232.82292
